scenario,fe_spread,v_d,rp_obj,eev_obj,vss,pct_vss,rp_unmet,eev_unmet,unmet_gap,rp_inv,eev_inv,rp_fe1,rp_fe2,ev_fe1,ev_fe2,rp_total,ev_total
S3: High ($5),0.23,5,6315.9266333,6133.14373694625,182.7828963537495,2.893999676786105,30.0,33.86968125,3.8696812499999993,0.0,0.0,10.0,6.2790698,10.0,0.94224924,16.279069800000002,10.94224924
S3: High ($5),0.24000000000000002,5,6315.54208835,6122.1680341437495,193.37405420625055,3.061875789933521,30.0,34.455275,4.455275,0.0,0.0,10.0,6.5354331,10.0,1.0091743,16.5354331,11.0091743
S3: High ($5),0.25,5,6315.145238,6111.0572452875,204.08799271249973,3.23172286655333,30.0,35.04807625,5.048076250000001,0.0,0.0,10.0,6.8,10.0,1.0769231,16.8,11.0769231
S3: High ($5),0.26,5,6314.73548195,6099.8088387375,214.92664321249958,3.4035731793809028,30.0,35.648219999999995,5.648219999999995,0.0,0.0,10.0,7.0731707,10.0,1.1455108,17.0731707,11.1455108
S3: High ($5),0.27,5,6314.31218015,6081.7506968625,232.56148328749987,3.683084976675563,30.0,36.79906535,6.799065349999999,0.0,0.0,10.0,7.3553719,10.0,1.2149533,17.3553719,11.2149533
S3: High ($5),0.28,5,6313.8746498,6060.5073301875,253.36731961250007,4.012865849665321,30.0,38.205328625,8.205328625,0.0,0.0,10.0,7.6470588,10.0,1.2852665,17.6470588,11.2852665
S3: High ($5),0.29000000000000004,5,6313.42216115,6038.96698505,274.45517609999933,4.347169713897397,30.0,39.62933725,9.629337249999999,0.0,0.0,10.0,7.9487179,10.0,1.3564669,17.9487179,11.356466900000001
S3: High ($5),0.3,5,6310.251488,6017.092257587498,293.15923041250153,4.645761440253101,30.0,41.07142875,11.071428750000003,0.0,0.0,10.0,8.0,10.0,1.4285714,18.0,11.4285714
S3: High ($5),0.31,5,6306.538988,5994.907042539376,311.6319454606246,4.941409956453037,30.0,42.531949,12.531948999999997,0.0,0.0,10.0,8.0,10.0,1.5015974,18.0,11.5015974
S3: High ($5),0.32,5,6302.826488,5971.034756554374,331.7917314456254,5.264173654110996,30.0,44.011254125,14.011254125,0.0,0.0,10.0,8.0,10.0,1.5755627,18.0,11.5755627
S3: High ($5),0.33,5,6298.5494050068755,5946.853442600001,351.69596240687497,5.5837612725130485,30.0,45.509708875,15.509708875000001,0.0,0.0,10.0,8.0,10.0,1.6504854,18.0,11.6504854
S3: High ($5),0.34,5,6291.12440506875,5922.35707818125,368.76732688750053,5.861707751167426,30.0,47.027686375,17.027686375000002,0.0,0.0,10.0,8.0,10.0,1.7263844,18.0,11.7263844
S3: High ($5),0.35000000000000003,5,6283.69940506875,5897.5394217375015,386.15998333124844,6.1454241910386775,30.0,48.565573875,18.565573875,0.0,0.0,10.0,8.0,10.0,1.8032787,18.0,11.8032787
S3: High ($5),0.36000000000000004,5,6276.274405068751,5872.394146668749,403.88025840000137,6.435031872950386,30.0,50.12376275,20.123762749999997,0.0,0.0,10.0,8.0,10.0,1.8811881,18.0,11.8811881
S3: High ($5),0.37,5,6268.8494050687505,5846.914734106251,421.9346709624997,6.730655718437574,30.0,51.7026575,21.7026575,0.0,0.0,10.0,8.0,10.0,1.9601329,18.0,11.9601329
S3: High ($5),0.38,5,6261.42440506875,5821.09445341875,440.3299516500001,7.032424623597533,30.0,53.302674875,23.302674875,0.0,0.0,10.0,8.0,10.0,2.0401338,18.0,12.0401338
S3: High ($5),0.39,5,6253.9994056875,5794.92640066875,459.07300501875034,7.340470876944137,30.0,54.92424275,24.924242749999998,0.0,0.0,10.0,8.0,10.0,2.1212121,18.0,12.121212100000001
S3: High ($5),0.4,5,6246.5744056875,5768.403544037499,478.1708616500009,7.654929415627016,30.0,56.567797,26.567797,0.0,0.0,10.0,8.0,10.0,2.2033898,18.0,12.2033898
S3: High ($5),0.41000000000000003,5,6239.149405687501,5741.51860209375,497.6308035937509,7.975939847507406,30.0,58.23378875,28.233788750000002,0.0,0.0,10.0,8.0,10.0,2.2866894,18.0,12.2866894
S3: High ($5),0.42000000000000004,5,6231.7244056875,5714.26411869375,517.4602869937498,8.303645240175898,30.0,59.92268,29.92268,0.0,0.0,10.0,8.0,10.0,2.371134,18.0,12.371134
S3: High ($5),0.43,5,6224.2994056875,5686.632385068751,537.6670206187491,8.638193402577192,30.0,61.63494875000001,31.634948750000007,0.0,0.0,10.0,8.0,10.0,2.4567474,18.0,12.4567474
S3: High ($5),0.44,5,6214.841369964375,5658.615566375001,556.2258035893738,8.949959789441289,30.0,63.371080000000006,33.371080000000006,0.0,0.0,10.0,8.0,10.0,2.543554,18.0,12.543554
S3: High ($5),0.45,5,6203.70386994375,5630.2054977749995,573.4983721687504,9.244451124549734,30.0,65.13158,35.13158,0.0,0.0,10.0,8.0,10.0,2.6315789,18.0,12.631578900000001
S3: High ($5),0.46,5,6189.547619943751,5601.393925662501,588.15369428125,9.502369646306962,30.2625,66.91696,36.65446,0.0,0.0,10.0,8.0,10.0,2.7208481,18.0,12.7208481
S3: High ($5),0.47000000000000003,5,6160.29761994375,5572.172182650002,588.1254372937483,9.547029601130188,31.8375,68.7277575,36.8902575,0.0,0.0,10.0,8.0,10.0,2.8113879,18.0,12.8113879
S3: High ($5),0.48000000000000004,5,6131.04761994375,5542.531489175,588.5161307687495,9.598948943967734,33.4125,70.56451625,37.152016249999996,0.0,0.0,10.0,8.0,10.0,2.9032258,18.0,12.9032258
S3: High ($5),0.49,5,6101.797619943751,5512.462787150001,589.3348327937501,9.658380521627048,34.9875,72.4277975,37.4402975,0.0,0.0,10.0,8.0,10.0,2.9963899,18.0,12.9963899
S3: High ($5),0.5,5,6061.037202875,5479.996472975002,581.040729899998,9.586490075071417,37.5,74.48863701249999,36.98863701249999,0.0,0.0,10.0,8.0,10.0,3.0909091,18.0,13.090909100000001
S4: Very High ($8),0.01,8,6232.13714555,6138.500000702501,93.63714484749926,1.502488514944829,30.0,30.0,0.0,0.0,0.0,10.0,2.1387283,10.0,0.28571429,12.1387283,10.28571429
S4: Very High ($8),0.02,8,6231.9241853,6138.5000011150005,93.42418418499983,1.4991226049471342,30.0,30.0,0.0,0.0,0.0,10.0,2.2807018,10.0,0.28571429,12.2807018,10.28571429
S4: Very High ($8),0.03,8,6231.70618475,6138.499999877501,93.20618487249885,1.4956768196258927,30.0,30.0,0.0,0.0,0.0,10.0,2.4260355,10.0,0.28571429,12.4260355,10.28571429
S4: Very High ($8),0.04,8,6231.48296255,6138.500000702501,92.9829618474987,1.492148215863033,30.0,30.0,0.0,0.0,0.0,10.0,2.5748503,10.0,0.28571429,12.5748503,10.28571429
S4: Very High ($8),0.05,8,6231.25432895,6138.500001940001,92.75432700999863,1.488533802561518,30.0,30.0,0.0,0.0,0.0,10.0,2.7272727,10.0,0.28571429,12.7272727,10.28571429
S4: Very High ($8),0.060000000000000005,8,6231.0200846,6138.499999671251,92.52008492874847,1.4848304719384933,30.0,30.0,0.0,0.0,0.0,10.0,2.8834356,10.0,0.28571429,12.8834356,10.28571429
S4: Very High ($8),0.06999999999999999,8,6230.78002055,6138.500001321251,92.28001922874864,1.4810347809487094,30.0,30.0,0.0,0.0,0.0,10.0,3.0434783,10.0,0.28571429,13.0434783,10.28571429
S4: Very High ($8),0.08,8,6230.533917199999,6138.500001197501,92.0339160024987,1.4771433271301204,30.0,30.0,0.0,0.0,0.0,10.0,3.2075472,10.0,0.28571429,13.2075472,10.28571429
S4: Very High ($8),0.09,8,6230.2815437,6136.67797660875,93.60356709124972,1.5023970656013248,30.0,30.0,0.0,0.0,0.0,10.0,3.3757962,10.0,0.28571429,13.3757962,10.28571429
S4: Very High ($8),0.09999999999999999,8,6230.0226573499995,6134.556547683751,95.46610966624849,1.5323557379622101,30.0,30.0,0.0,0.0,0.0,10.0,3.5483871,10.0,0.28571429,13.5483871,10.28571429
S4: Very High ($8),0.11,8,6229.7570027,6131.197619026874,98.55938367312592,1.5820742868527602,30.0,30.0,0.0,0.0,0.0,10.0,3.7254902,10.0,0.28571429,13.7254902,10.28571429
S4: Very High ($8),0.12,8,6229.4843108,6126.954763590001,102.52954720999878,1.6458753581294723,30.0,30.0,0.0,0.0,0.0,10.0,3.9072848,10.0,0.28571429,13.9072848,10.28571429
S4: Very High ($8),0.13,8,6229.204298449999,6123.5734079625,105.63089048749953,1.695736492601205,30.0,30.0,0.0,0.0,0.0,10.0,4.0939597,10.0,0.31518625,14.0939597,10.31518625
S4: Very High ($8),0.14,8,6228.91666655,6121.031768538751,107.88489801124888,1.732000984867934,30.0,30.0,0.0,0.0,0.0,10.0,4.2857143,10.0,0.37463977,14.2857143,10.37463977
S4: Very High ($8),0.15000000000000002,8,6228.6211001,6118.460663778749,110.16043632125093,1.768616754027345,30.0,30.0,0.0,0.0,0.0,10.0,4.4827586,10.0,0.43478261,14.4827586,10.43478261
S4: Very High ($8),0.16,8,6228.31726595,6115.85957215125,112.45769379874946,1.805587111201799,30.0,30.0,0.0,0.0,0.0,10.0,4.6853147,10.0,0.49562682,14.6853147,10.49562682
S4: Very High ($8),0.17,8,6228.0048125,6104.79322635,123.21158615000058,1.9783476387607652,30.0,30.50036625,0.500366249999999,0.0,0.0,10.0,4.893617,10.0,0.55718475,14.893616999999999,10.55718475
S4: Very High ($8),0.18000000000000002,8,6227.68336745,6092.943640173751,134.73972727624914,2.1635609796812765,30.0,31.04535375,1.0453537500000003,0.0,0.0,10.0,5.1079137,10.0,0.61946903,15.107913700000001,10.61946903
S4: Very High ($8),0.19,8,6227.3525371999995,6080.9534077362505,146.39912946374898,2.3509047960463523,30.0,31.59681,1.5968100000000014,0.0,0.0,10.0,5.3284672,10.0,0.68249258,15.3284672,10.68249258
S4: Very High ($8),0.2,8,6227.0119046,6068.81999861,158.19190599000012,2.5404143819468383,30.0,32.15485125,2.15485125,0.0,0.0,10.0,5.5555556,10.0,0.74626866,15.5555556,10.74626866
S4: Very High ($8),0.21000000000000002,8,6226.66102745,6056.5408560225005,170.12017142749937,2.732125141830124,30.0,32.719595,2.719594999999998,0.0,0.0,10.0,5.7894737,10.0,0.81081081,15.7894737,10.81081081
S4: Very High ($8),0.22,8,6226.2994364,6044.113317242499,182.1861191575008,2.926073842391998,30.0,33.291163749999996,3.2911637499999955,0.0,0.0,10.0,6.0305344,10.0,0.87613293,16.0305344,10.87613293
S4: Very High ($8),0.23,8,6225.9266333,6031.5346931962495,194.39194010375013,3.1222973149735678,30.0,33.86968125,3.8696812499999993,0.0,0.0,10.0,6.2790698,10.0,0.94224924,16.279069800000002,10.94224924
S4: Very High ($8),0.24000000000000002,8,6225.54208835,6018.80220914375,206.7398792062504,3.3208333711714437,30.0,34.455275,4.455275,0.0,0.0,10.0,6.5354331,10.0,1.0091743,16.5354331,11.0091743
S4: Very High ($8),0.25,8,6225.145238,6005.9130165375,219.2322214625001,3.521720587726151,30.0,35.04807625,5.048076250000001,0.0,0.0,10.0,6.8,10.0,1.0769231,16.8,11.0769231
S4: Very High ($8),0.26,8,6224.73548195,5992.864178737501,231.8713032124988,3.7249984980865616,30.0,35.648219999999995,5.648219999999995,0.0,0.0,10.0,7.0731707,10.0,1.1455108,17.0731707,11.1455108
S4: Very High ($8),0.27,8,6224.31218015,5971.3535008125,252.95867933750014,4.064042291198255,30.0,36.79906535,6.799065349999999,0.0,0.0,10.0,7.3553719,10.0,1.2149533,17.3553719,11.2149533
S4: Very High ($8),0.28,8,6223.8746498,5945.8913443125,277.9833054874998,4.466402701353129,30.0,38.205328625,8.205328625,0.0,0.0,10.0,7.6470588,10.0,1.2852665,17.6470588,11.2852665
S4: Very High ($8),0.29000000000000004,8,6223.42216115,5920.0789733,303.3431878499996,4.8742183961684855,30.0,39.62933725,9.629337249999999,0.0,0.0,10.0,7.9487179,10.0,1.3564669,17.9487179,11.356466900000001
S4: Very High ($8),0.3,8,6220.251488,5893.877971337499,326.37351666250106,5.246950501794584,30.0,41.07142875,11.071428750000003,0.0,0.0,10.0,8.0,10.0,1.4285714,18.0,11.4285714
S4: Very High ($8),0.31,8,6216.538988,5867.311195539377,349.2277924606233,5.6177206180923145,30.0,42.531949,12.531948999999997,0.0,0.0,10.0,8.0,10.0,1.5015974,18.0,11.5015974
S4: Very High ($8),0.32,8,6212.826488,5839.000994179374,373.8254938206255,6.016995558183784,30.0,44.011254125,14.011254125,0.0,0.0,10.0,8.0,10.0,1.5755627,18.0,11.5755627
S4: Very High ($8),0.33,8,6208.5494050068755,5810.324315975,398.22508903187554,6.4141406156924115,30.0,45.509708875,15.509708875000001,0.0,0.0,10.0,8.0,10.0,1.6504854,18.0,11.6504854
S4: Very High ($8),0.34,8,6201.12440506875,5781.274019056249,419.8503860125011,6.77055254155712,30.0,47.027686375,17.027686375000002,0.0,0.0,10.0,8.0,10.0,1.7263844,18.0,11.7263844
S4: Very High ($8),0.35000000000000003,8,6193.69940506875,5751.842700112501,441.8567049562489,7.133970767045067,30.0,48.565573875,18.565573875,0.0,0.0,10.0,8.0,10.0,1.8032787,18.0,11.8032787
S4: Very High ($8),0.36000000000000004,8,6186.274405068751,5722.02285841875,464.2515466500008,7.504541768622716,30.0,50.12376275,20.123762749999997,0.0,0.0,10.0,8.0,10.0,1.8811881,18.0,11.8811881
S4: Very High ($8),0.37,8,6178.8494050687505,5691.806761606251,487.04264346249965,7.882416474869248,30.0,51.7026575,21.7026575,0.0,0.0,10.0,8.0,10.0,1.9601329,18.0,11.9601329
S4: Very High ($8),0.38,8,6171.42440506875,5661.18642879375,510.2379762750006,8.267750567533955,30.0,53.302674875,23.302674875,0.0,0.0,10.0,8.0,10.0,2.0401338,18.0,12.0401338
S4: Very High ($8),0.39,8,6163.9994056875,5630.15367241875,533.8457332687503,8.660703840694287,30.0,54.92424275,24.924242749999998,0.0,0.0,10.0,8.0,10.0,2.1212121,18.0,12.121212100000001
S4: Very High ($8),0.4,8,6156.5744056875,5598.700153037499,557.8742526500009,9.061439298689082,30.0,56.567797,26.567797,0.0,0.0,10.0,8.0,10.0,2.2033898,18.0,12.2033898
S4: Very High ($8),0.41000000000000003,8,6149.149405687501,5566.81723584375,582.3321698437512,9.470125564116847,30.0,58.23378875,28.233788750000002,0.0,0.0,10.0,8.0,10.0,2.2866894,18.0,12.2866894
S4: Very High ($8),0.42000000000000004,8,6141.7244056875,5534.49607869375,607.2283269937498,9.886935441639654,30.0,59.92268,29.92268,0.0,0.0,10.0,8.0,10.0,2.371134,18.0,12.371134
S4: Very High ($8),0.43,8,6134.2994056875,5501.727538818751,632.5718668687496,10.312047473298284,30.0,61.63494875000001,31.634948750000007,0.0,0.0,10.0,8.0,10.0,2.4567474,18.0,12.4567474
S4: Very High ($8),0.44,8,6124.841369964375,5468.502326375,656.3390435893753,10.716017018954938,30.0,63.371080000000006,33.371080000000006,0.0,0.0,10.0,8.0,10.0,2.543554,18.0,12.543554
S4: Very High ($8),0.45,8,6113.70386994375,5434.810757775,678.8931121687501,11.104448736981373,30.0,65.13158,35.13158,0.0,0.0,10.0,8.0,10.0,2.6315789,18.0,12.631578900000001
S4: Very High ($8),0.46,8,6098.76011994375,5400.643045662501,698.1170742812492,11.446868880746994,30.2625,66.91696,36.65446,0.0,0.0,10.0,8.0,10.0,2.7208481,18.0,12.7208481
S4: Very High ($8),0.47000000000000003,8,6064.78511994375,5365.98891015,698.7962097937498,11.522192393854029,31.8375,68.7277575,36.8902575,0.0,0.0,10.0,8.0,10.0,2.8113879,18.0,12.8113879
S4: Very High ($8),0.48000000000000004,8,6030.81011994375,5330.837940425001,699.9721795187488,11.606602854299078,33.4125,70.56451625,37.152016249999996,0.0,0.0,10.0,8.0,10.0,2.9032258,18.0,12.9032258
S4: Very High ($8),0.49,8,5996.835119943751,5295.17939465,701.655725293751,11.700433833177195,34.9875,72.4277975,37.4402975,0.0,0.0,10.0,8.0,10.0,2.9963899,18.0,12.9963899
S4: Very High ($8),0.5,8,5948.537202875,5256.530561937501,692.0066409374986,11.633223721002256,37.5,74.48863701249999,36.98863701249999,0.0,0.0,10.0,8.0,10.0,3.0909091,18.0,13.090909100000001
